Link,Total Call Duration,Total Effective Talk Duration,Total Effective Talk Percent,Talk Duration (Mono Right),Talk Duration (Mono Left),Talk Percent (Mono Right),Talk Percent (Mono Left),Overlaps Count (Total),Overlaps Count (Mono Right),Overlaps Count (Mono Left),Overlaps Duration (Total),Overlaps Duration (Mono Right),Overlaps Duration (Mono Left),Overlaps Percent (Total),Overlaps Percent (Mono Right),Overlaps Percent (Mono Left),Overall Emotion (Total),Overall Emotion (Mono Right),Overall Emotion (Mono Left)
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/0e1362e4a233d15902fb2fb2dd5717b1.mp3,2.19 Minutes,2.06 Minutes,94.02%,0.82 Minutes,1.54 Minutes,34.76 %,65.24 %,11 Times,7 Times,4 Times,0.29 Minutes,0.18 Minutes,0.11 Minutes,14.11 %,8.92 %,5.20 %,surprise,surprise,neutral
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/0a83d3ff1064e4cfb55e26902e2617b6.mp3,0.71 Minutes,0.68 Minutes,95.46%,0.29 Minutes,0.56 Minutes,34.01 %,65.99 %,5 Times,2 Times,3 Times,0.17 Minutes,0.11 Minutes,0.06 Minutes,24.90 %,16.12 %,8.77 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fa31bae35090598435d2af6e369a17bd.mp3,0.1 Minutes,0.05 Minutes,44.21%,0.0 Minutes,0.05 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,sad,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/5de2e5b29588313f0819ec2749b017b4.mp3,0.74 Minutes,0.63 Minutes,86.16%,0.08 Minutes,0.56 Minutes,12.83 %,87.17 %,3 Times,2 Times,1 Times,0.01 Minutes,0.01 Minutes,0.0 Minutes,1.78 %,1.07 %,0.71 %,angry,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b0793c51b9040b7ec53f2a963a2e17b1.mp3,0.2 Minutes,0.1 Minutes,51.07%,0.04 Minutes,0.06 Minutes,42.86 %,57.14 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e4c29eabee2fc0bfc0c9b6451d5e17b1.mp3,1.11 Minutes,1.09 Minutes,97.71%,0.41 Minutes,0.97 Minutes,29.75 %,70.25 %,9 Times,7 Times,2 Times,0.29 Minutes,0.25 Minutes,0.04 Minutes,26.76 %,23.06 %,3.70 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/72fa166978138fa4a1f0d5333d3117bb.mp3,1.0 Minutes,0.82 Minutes,81.82%,0.17 Minutes,0.68 Minutes,20.12 %,79.88 %,3 Times,0 Times,3 Times,0.03 Minutes,0.0 Minutes,0.03 Minutes,3.37 %,0.00 %,3.37 %,surprise,surprise,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/6f27571223d593d5aae00b03fe2417b3.mp3,0.27 Minutes,0.22 Minutes,83.83%,0.0 Minutes,0.22 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,happy
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/6bd5d2387ea35dfa7c9176cdd57c17bg.mp3,2.44 Minutes,1.81 Minutes,74.31%,0.41 Minutes,1.4 Minutes,22.56 %,77.44 %,1 Times,0 Times,1 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.14 %,0.00 %,0.14 %,angry,fear,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/bccc13899dc6afd9ec1b61e5b9a317b8.mp3,0.4 Minutes,0.31 Minutes,76.84%,0.03 Minutes,0.3 Minutes,8.22 %,91.78 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,6.12 %,6.12 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/ca0d2eaef801523add77241da8da17b3.mp3,0.83 Minutes,0.71 Minutes,85.71%,0.2 Minutes,0.61 Minutes,24.49 %,75.51 %,3 Times,2 Times,1 Times,0.1 Minutes,0.02 Minutes,0.08 Minutes,14.07 %,2.24 %,11.83 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/6774b29d2cf053a9ee35320c8f8117bh.mp3,0.86 Minutes,0.73 Minutes,85.32%,0.44 Minutes,0.51 Minutes,46.12 %,53.88 %,4 Times,3 Times,1 Times,0.21 Minutes,0.12 Minutes,0.1 Minutes,28.94 %,15.84 %,13.10 %,surprise,sad,happy
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/132ed69f6886877edb81fc14ec8f17b9.mp3,0.0 Minutes,0.0 Minutes,0.00%,0.0 Minutes,0.0 Minutes,nan %,nan %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,nan %,nan %,nan %,neutral,neutral,neutral
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/7cdeee3a570009d2e4faf71e867917ba.mp3,0.96 Minutes,0.88 Minutes,91.80%,0.22 Minutes,0.74 Minutes,23.22 %,76.78 %,6 Times,3 Times,3 Times,0.08 Minutes,0.05 Minutes,0.03 Minutes,9.66 %,5.99 %,3.67 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/6fe3354ae6b9d4b41e1b20c39df017b6.mp3,1.45 Minutes,1.36 Minutes,93.53%,0.72 Minutes,0.95 Minutes,42.89 %,57.11 %,12 Times,6 Times,6 Times,0.31 Minutes,0.13 Minutes,0.18 Minutes,23.16 %,9.61 %,13.55 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/26194aa4f439748a67df1ca183eb17b1.mp3,0.92 Minutes,0.56 Minutes,60.92%,0.1 Minutes,0.46 Minutes,17.87 %,82.13 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/29ecca8e00feb8e79cb2a0f2f6da17b9.mp3,1.75 Minutes,1.63 Minutes,93.29%,0.36 Minutes,1.5 Minutes,19.23 %,80.77 %,8 Times,6 Times,2 Times,0.23 Minutes,0.17 Minutes,0.05 Minutes,13.79 %,10.45 %,3.34 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/88d473b7268f6e91acf662cdbf5c17be.mp3,0.59 Minutes,0.46 Minutes,77.88%,0.06 Minutes,0.42 Minutes,12.81 %,87.19 %,1 Times,1 Times,0 Times,0.03 Minutes,0.03 Minutes,0.0 Minutes,5.92 %,5.92 %,0.00 %,angry,surprise,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9adb7228a5df65dfdb5e37739e2317bk.mp3,3.44 Minutes,3.2 Minutes,92.85%,1.11 Minutes,2.69 Minutes,29.16 %,70.84 %,22 Times,14 Times,8 Times,0.61 Minutes,0.43 Minutes,0.17 Minutes,18.93 %,13.55 %,5.39 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/79513f45b9b458c354500e1c8b0a17be.mp3,1.63 Minutes,1.48 Minutes,90.70%,0.48 Minutes,1.17 Minutes,29.2 %,70.8 %,7 Times,4 Times,3 Times,0.18 Minutes,0.1 Minutes,0.08 Minutes,11.89 %,6.77 %,5.12 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/6bd943d3f3d78e068f80c71b64ce17b1.mp3,0.25 Minutes,0.23 Minutes,94.78%,0.08 Minutes,0.21 Minutes,26.54 %,73.46 %,3 Times,1 Times,2 Times,0.05 Minutes,0.02 Minutes,0.03 Minutes,22.09 %,10.19 %,11.89 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/58ef210cafa6f757f61a7fe3147917b6.mp3,1.53 Minutes,1.43 Minutes,93.22%,0.22 Minutes,1.35 Minutes,14.01 %,85.99 %,5 Times,3 Times,2 Times,0.14 Minutes,0.1 Minutes,0.04 Minutes,9.79 %,6.97 %,2.82 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/36736cb45aaddd8540a8b0fc639a17b7.mp3,0.75 Minutes,0.58 Minutes,77.67%,0.18 Minutes,0.51 Minutes,26.28 %,73.72 %,4 Times,4 Times,0 Times,0.1 Minutes,0.1 Minutes,0.0 Minutes,17.58 %,17.58 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9fa811c38d16b61873d6616b1caf17ba.mp3,0.91 Minutes,0.66 Minutes,72.54%,0.37 Minutes,0.4 Minutes,47.84 %,52.16 %,3 Times,3 Times,0 Times,0.11 Minutes,0.11 Minutes,0.0 Minutes,16.08 %,16.08 %,0.00 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/61f089a6708c1229469d1624ef8a17bk.mp3,0.64 Minutes,0.51 Minutes,79.46%,0.14 Minutes,0.37 Minutes,26.94 %,73.06 %,1 Times,0 Times,1 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.11 %,0.00 %,0.11 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8f244ad894e3485fa70bce765ef417b9.mp3,1.67 Minutes,1.32 Minutes,79.13%,0.62 Minutes,0.99 Minutes,38.55 %,61.45 %,8 Times,6 Times,2 Times,0.3 Minutes,0.23 Minutes,0.07 Minutes,22.52 %,17.43 %,5.09 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/edb7c6657ddd8d1be160c1f04ce417b9.mp3,0.53 Minutes,0.39 Minutes,74.01%,0.06 Minutes,0.37 Minutes,14.06 %,85.94 %,1 Times,1 Times,0 Times,0.04 Minutes,0.04 Minutes,0.0 Minutes,9.10 %,9.10 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/da2ff45331a821bd879d26cffbbe17ba.mp3,1.3 Minutes,1.12 Minutes,86.11%,0.52 Minutes,0.92 Minutes,36.24 %,63.76 %,6 Times,4 Times,2 Times,0.33 Minutes,0.23 Minutes,0.1 Minutes,29.64 %,20.95 %,8.69 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/414843b58452f7085d598a6b19a717ba.mp3,1.24 Minutes,0.81 Minutes,65.88%,0.13 Minutes,0.72 Minutes,15.12 %,84.88 %,3 Times,3 Times,0 Times,0.03 Minutes,0.03 Minutes,0.0 Minutes,4.17 %,4.17 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/70f68f23bc6c7985181f360a619117b1.mp3,0.52 Minutes,0.44 Minutes,84.72%,0.1 Minutes,0.35 Minutes,22.79 %,77.21 %,3 Times,1 Times,2 Times,0.02 Minutes,0.01 Minutes,0.01 Minutes,3.79 %,2.44 %,1.35 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8211d57d8bc0ab9eba07ff03412717b6.mp3,1.22 Minutes,1.11 Minutes,91.20%,0.35 Minutes,0.86 Minutes,29.2 %,70.8 %,6 Times,3 Times,3 Times,0.1 Minutes,0.06 Minutes,0.04 Minutes,9.47 %,5.64 %,3.83 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a1d6c23426e28aaf7d46dbe19f6617b3.mp3,0.63 Minutes,0.56 Minutes,89.67%,0.18 Minutes,0.52 Minutes,25.99 %,74.01 %,4 Times,3 Times,1 Times,0.14 Minutes,0.1 Minutes,0.04 Minutes,24.51 %,17.61 %,6.89 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e5258a754e21d9a064b457d700b717b6.mp3,0.01 Minutes,0.0 Minutes,0.00%,0.0 Minutes,0.0 Minutes,nan %,nan %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,nan %,nan %,nan %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/43fba9dd5c0c46dd24df943fd29817b4.mp3,0.27 Minutes,0.16 Minutes,61.03%,0.0 Minutes,0.16 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/58c53bae412c7d009f5a27c676fa17b6.mp3,0.42 Minutes,0.38 Minutes,92.51%,0.09 Minutes,0.36 Minutes,20.49 %,79.51 %,3 Times,3 Times,0 Times,0.07 Minutes,0.07 Minutes,0.0 Minutes,17.72 %,17.72 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/960497eabe2ddd22ea41d18f906a17b1.mp3,1.4 Minutes,1.31 Minutes,93.20%,0.26 Minutes,1.17 Minutes,17.96 %,82.04 %,4 Times,2 Times,2 Times,0.13 Minutes,0.11 Minutes,0.01 Minutes,9.65 %,8.50 %,1.15 %,surprise,surprise,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c09bd63706bd7e7f0c07bb5c3f7f17b9.mp3,0.91 Minutes,0.87 Minutes,95.80%,0.19 Minutes,0.87 Minutes,18.07 %,81.93 %,3 Times,3 Times,0 Times,0.19 Minutes,0.19 Minutes,0.0 Minutes,22.06 %,22.06 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f5877886ad5e6d97479dcab9cec717b9.mp3,0.45 Minutes,0.39 Minutes,86.21%,0.13 Minutes,0.3 Minutes,29.79 %,70.21 %,3 Times,2 Times,1 Times,0.04 Minutes,0.03 Minutes,0.01 Minutes,10.08 %,6.50 %,3.58 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/d43c8238ec06d5f3fb4a07277f4017b9.mp3,0.87 Minutes,0.65 Minutes,74.44%,0.19 Minutes,0.49 Minutes,27.94 %,72.06 %,2 Times,0 Times,2 Times,0.03 Minutes,0.0 Minutes,0.03 Minutes,4.82 %,0.00 %,4.82 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f4dd4c8835e62e8da0802c191feb17b9.mp3,1.39 Minutes,1.22 Minutes,87.49%,0.59 Minutes,0.93 Minutes,39.08 %,60.92 %,7 Times,5 Times,2 Times,0.3 Minutes,0.22 Minutes,0.08 Minutes,24.90 %,17.95 %,6.95 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/cce19f5918c02cc795de9f5299ce17b6.mp3,0.36 Minutes,0.3 Minutes,83.47%,0.0 Minutes,0.3 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/46125dcf3ef7741c495d0f98775c17b9.mp3,0.1 Minutes,0.07 Minutes,69.48%,0.02 Minutes,0.07 Minutes,19.8 %,80.2 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,24.69 %,24.69 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/79b290e89a35ef8bffcea865dce317bk.mp3,0.01 Minutes,0.0 Minutes,0.00%,0.0 Minutes,0.0 Minutes,nan %,nan %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,nan %,nan %,nan %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/73a18322ec798c0e5703f6d9645b17b6.mp3,1.94 Minutes,1.68 Minutes,86.48%,0.33 Minutes,1.46 Minutes,18.56 %,81.44 %,7 Times,4 Times,3 Times,0.11 Minutes,0.07 Minutes,0.04 Minutes,6.62 %,4.31 %,2.31 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/246a921b82089780d84db63cfb6c17b6.mp3,0.55 Minutes,0.52 Minutes,94.20%,0.22 Minutes,0.41 Minutes,35.49 %,64.51 %,5 Times,2 Times,3 Times,0.12 Minutes,0.06 Minutes,0.06 Minutes,22.24 %,11.09 %,11.15 %,angry,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/26c0d401facb7319baaff2944da717b1.mp3,0.17 Minutes,0.11 Minutes,67.38%,0.04 Minutes,0.1 Minutes,28.18 %,71.82 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,16.83 %,16.83 %,0.00 %,surprise,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c27b078402ea153bdf2506d525f517b3.mp3,0.68 Minutes,0.59 Minutes,86.73%,0.21 Minutes,0.46 Minutes,31.08 %,68.92 %,2 Times,2 Times,0 Times,0.08 Minutes,0.08 Minutes,0.0 Minutes,13.42 %,13.42 %,0.00 %,angry,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9d2426a4d627f7b44fb644b2c20f17b8.mp3,0.24 Minutes,0.13 Minutes,54.19%,0.02 Minutes,0.11 Minutes,18.03 %,81.97 %,1 Times,1 Times,0 Times,0.01 Minutes,0.01 Minutes,0.0 Minutes,4.72 %,4.72 %,0.00 %,angry,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fa1ff33b6827614f98ef67fa4b317b4.mp3,0.17 Minutes,0.11 Minutes,65.34%,0.07 Minutes,0.04 Minutes,67.52 %,32.48 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/31babfcf0bf4f1a2c7f405651f8917b3.mp3,1.49 Minutes,1.34 Minutes,90.02%,0.4 Minutes,1.15 Minutes,25.84 %,74.16 %,7 Times,5 Times,2 Times,0.2 Minutes,0.17 Minutes,0.04 Minutes,15.19 %,12.49 %,2.70 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8d19215e2bdb7a2232b958b069dc17b8.mp3,0.99 Minutes,0.91 Minutes,92.41%,0.37 Minutes,0.79 Minutes,32.18 %,67.82 %,4 Times,2 Times,2 Times,0.25 Minutes,0.07 Minutes,0.17 Minutes,27.15 %,7.95 %,19.20 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/ebccf27c1c284a57f63e6461ce5a17b9.mp3,1.09 Minutes,0.78 Minutes,70.83%,0.28 Minutes,0.55 Minutes,33.51 %,66.49 %,3 Times,3 Times,0 Times,0.06 Minutes,0.06 Minutes,0.0 Minutes,7.37 %,7.37 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/97bcd56d04b52d9083f4854abfeb17b6.mp3,1.91 Minutes,1.37 Minutes,71.50%,0.49 Minutes,0.99 Minutes,32.93 %,67.07 %,5 Times,3 Times,2 Times,0.12 Minutes,0.05 Minutes,0.06 Minutes,8.55 %,4.00 %,4.56 %,sad,fear,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/4de2d225dc4e621ca70bf9bb722217b9.mp3,0.8 Minutes,0.6 Minutes,75.16%,0.09 Minutes,0.52 Minutes,14.36 %,85.64 %,1 Times,1 Times,0 Times,0.01 Minutes,0.01 Minutes,0.0 Minutes,1.55 %,1.55 %,0.00 %,neutral,neutral,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/882ec1c0f1bbd201481578101a0917b8.mp3,1.4 Minutes,1.24 Minutes,88.06%,0.27 Minutes,1.04 Minutes,20.77 %,79.23 %,4 Times,3 Times,1 Times,0.08 Minutes,0.07 Minutes,0.01 Minutes,6.41 %,5.66 %,0.76 %,angry,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/486d20644a7221952c435346643217ba.mp3,0.31 Minutes,0.1 Minutes,31.96%,0.0 Minutes,0.1 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9068f759635e9e2db87e0e89660a17b3.mp3,1.42 Minutes,1.26 Minutes,88.61%,0.62 Minutes,1.05 Minutes,37.26 %,62.74 %,11 Times,8 Times,3 Times,0.41 Minutes,0.33 Minutes,0.08 Minutes,32.58 %,26.09 %,6.49 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/2a672f1b5c6cb4f9b8fe2cd46df717bk.mp3,1.12 Minutes,0.99 Minutes,87.91%,0.22 Minutes,0.81 Minutes,21.66 %,78.34 %,4 Times,1 Times,3 Times,0.05 Minutes,0.02 Minutes,0.03 Minutes,4.70 %,1.69 %,3.01 %,surprise,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/5722b70340e4a9ffb9aa69e8a5a017b8.mp3,1.89 Minutes,1.75 Minutes,92.96%,0.44 Minutes,1.44 Minutes,23.55 %,76.45 %,7 Times,5 Times,2 Times,0.13 Minutes,0.08 Minutes,0.05 Minutes,7.37 %,4.57 %,2.81 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/2f7deea7061aa23123c9f5854d1217b6.mp3,1.32 Minutes,1.18 Minutes,89.19%,0.08 Minutes,1.18 Minutes,6.02 %,93.98 %,3 Times,3 Times,0 Times,0.08 Minutes,0.08 Minutes,0.0 Minutes,6.41 %,6.41 %,0.00 %,surprise,angry,happy
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/cd4181a0c217ec5712f4ad78f4bf17b1.mp3,0.74 Minutes,0.58 Minutes,78.21%,0.17 Minutes,0.45 Minutes,26.97 %,73.03 %,2 Times,1 Times,1 Times,0.05 Minutes,0.02 Minutes,0.03 Minutes,8.01 %,2.80 %,5.21 %,surprise,angry,happy
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/4c13ad1071a94c3484c73c7d0ae417b3.mp3,1.05 Minutes,0.85 Minutes,80.97%,0.34 Minutes,0.62 Minutes,35.4 %,64.6 %,6 Times,3 Times,3 Times,0.1 Minutes,0.09 Minutes,0.02 Minutes,11.86 %,9.97 %,1.89 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/d93556146471ef65a4a5ea06b6ce17ba.mp3,0.89 Minutes,0.82 Minutes,92.04%,0.14 Minutes,0.78 Minutes,15.45 %,84.55 %,5 Times,3 Times,2 Times,0.11 Minutes,0.06 Minutes,0.05 Minutes,13.13 %,6.80 %,6.32 %,angry,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/02980565e54dd18a903b84e01eb317b6.mp3,0.82 Minutes,0.65 Minutes,79.12%,0.14 Minutes,0.52 Minutes,21.17 %,78.83 %,2 Times,2 Times,0 Times,0.01 Minutes,0.01 Minutes,0.0 Minutes,0.79 %,0.79 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/81a9cb054541115b601a7cac8dc317b7.mp3,2.37 Minutes,2.01 Minutes,84.81%,0.57 Minutes,1.5 Minutes,27.32 %,72.68 %,2 Times,2 Times,0 Times,0.06 Minutes,0.06 Minutes,0.0 Minutes,3.20 %,3.20 %,0.00 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f4610a7e0106724056d5b9cb438a17b3.mp3,0.78 Minutes,0.62 Minutes,79.82%,0.16 Minutes,0.49 Minutes,24.29 %,75.71 %,2 Times,0 Times,2 Times,0.03 Minutes,0.0 Minutes,0.03 Minutes,4.76 %,0.00 %,4.76 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e6dd2526470a5b21970c65efd37a17b9.mp3,0.42 Minutes,0.3 Minutes,69.97%,0.08 Minutes,0.24 Minutes,24.24 %,75.76 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,6.88 %,6.88 %,0.00 %,surprise,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/efb6a6320bf84c38b2d7cf5add3517b8.mp3,0.3 Minutes,0.23 Minutes,76.50%,0.0 Minutes,0.23 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/0aba1b1eec5f3b1b892f67a2d65317bg.mp3,1.81 Minutes,1.59 Minutes,87.72%,0.54 Minutes,1.19 Minutes,31.21 %,68.79 %,7 Times,5 Times,2 Times,0.14 Minutes,0.07 Minutes,0.07 Minutes,8.89 %,4.65 %,4.24 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/d0f26217764d9e1490893dc0243d17b1.mp3,0.6 Minutes,0.49 Minutes,80.95%,0.09 Minutes,0.41 Minutes,17.72 %,82.28 %,1 Times,0 Times,1 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.98 %,0.00 %,0.98 %,angry,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b121b14a457e6489ca6f7781e2d717b9.mp3,1.09 Minutes,1.01 Minutes,92.40%,0.21 Minutes,0.86 Minutes,19.64 %,80.36 %,3 Times,2 Times,1 Times,0.07 Minutes,0.07 Minutes,0.0 Minutes,6.80 %,6.69 %,0.11 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/6cdc1ea5989ea59a8e09b8ec2b5a17bf.mp3,0.21 Minutes,0.19 Minutes,89.51%,0.05 Minutes,0.19 Minutes,22.1 %,77.9 %,2 Times,2 Times,0 Times,0.05 Minutes,0.05 Minutes,0.0 Minutes,28.38 %,28.38 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/6022548a197769d079eb89d810d517b3.mp3,1.95 Minutes,1.64 Minutes,83.99%,0.59 Minutes,1.2 Minutes,32.96 %,67.04 %,7 Times,4 Times,3 Times,0.15 Minutes,0.13 Minutes,0.02 Minutes,9.13 %,7.66 %,1.47 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f552d1839d67052daac77803798517b1.mp3,0.91 Minutes,0.78 Minutes,85.64%,0.18 Minutes,0.64 Minutes,22.14 %,77.86 %,3 Times,2 Times,1 Times,0.04 Minutes,0.01 Minutes,0.03 Minutes,5.55 %,1.78 %,3.77 %,neutral,sad,neutral
