Link,Total Call Duration,Total Effective Talk Duration,Total Effective Talk Percent,Talk Duration (Mono Right),Talk Duration (Mono Left),Talk Percent (Mono Right),Talk Percent (Mono Left),Overlaps Count (Total),Overlaps Count (Mono Right),Overlaps Count (Mono Left),Overlaps Duration (Total),Overlaps Duration (Mono Right),Overlaps Duration (Mono Left),Overlaps Percent (Total),Overlaps Percent (Mono Right),Overlaps Percent (Mono Left),Overall Emotion (Total),Overall Emotion (Mono Right),Overall Emotion (Mono Left)
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/da5b4769a0086b729440ad15a7c717bh.mp3,1.34 Minutes,1.27 Minutes,94.50%,0.62 Minutes,0.81 Minutes,43.45 %,56.55 %,9 Times,6 Times,3 Times,0.17 Minutes,0.12 Minutes,0.05 Minutes,13.50 %,9.36 %,4.13 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9af324577e79469a3c2ebb08a11017b1.mp3,1.23 Minutes,1.11 Minutes,90.22%,0.33 Minutes,0.96 Minutes,25.52 %,74.48 %,5 Times,3 Times,2 Times,0.18 Minutes,0.14 Minutes,0.04 Minutes,16.42 %,12.35 %,4.07 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a6e867f3d71250082473661e2d6417bl.mp3,1.1 Minutes,0.93 Minutes,84.58%,0.18 Minutes,0.8 Minutes,18.23 %,81.77 %,3 Times,2 Times,1 Times,0.05 Minutes,0.05 Minutes,0.01 Minutes,5.78 %,5.17 %,0.61 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/bba8e2fbdd30d4dbbe0f9d4fec1b17bh.mp3,0.6 Minutes,0.48 Minutes,79.26%,0.15 Minutes,0.36 Minutes,29.8 %,70.2 %,2 Times,1 Times,1 Times,0.03 Minutes,0.02 Minutes,0.01 Minutes,5.97 %,3.37 %,2.60 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/75406db7e4499cb61151c994436417b1.mp3,0.29 Minutes,0.22 Minutes,74.64%,0.05 Minutes,0.19 Minutes,21.87 %,78.13 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,9.59 %,9.59 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c5790ebbf8d3164f230f8d19e49317b4.mp3,0.09 Minutes,0.05 Minutes,54.89%,0.0 Minutes,0.05 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b82b7177fd306adf4172c57b4ad117b1.mp3,0.21 Minutes,0.17 Minutes,80.00%,0.04 Minutes,0.15 Minutes,21.76 %,78.24 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,13.92 %,13.92 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a8a70f35d0fa490a9c04148ec8cd17b8.mp3,5.42 Minutes,4.96 Minutes,91.46%,2.52 Minutes,3.12 Minutes,44.66 %,55.34 %,28 Times,16 Times,12 Times,0.68 Minutes,0.45 Minutes,0.22 Minutes,13.62 %,9.17 %,4.45 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9de00ca1368bc6cca464c1fc50a617b6.mp3,0.22 Minutes,0.14 Minutes,65.47%,0.1 Minutes,0.06 Minutes,64.3 %,35.7 %,1 Times,0 Times,1 Times,0.02 Minutes,0.0 Minutes,0.02 Minutes,13.36 %,0.00 %,13.36 %,surprise,sad,neutral
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f37c4cb8b3b2f66019b77cadaede17b4.mp3,0.55 Minutes,0.46 Minutes,83.15%,0.12 Minutes,0.36 Minutes,25.65 %,74.35 %,3 Times,2 Times,1 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,4.87 %,4.32 %,0.56 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e14841aad158d3e558f8365aefef17bk.mp3,1.41 Minutes,1.14 Minutes,80.62%,0.26 Minutes,0.93 Minutes,21.77 %,78.23 %,2 Times,1 Times,1 Times,0.05 Minutes,0.03 Minutes,0.01 Minutes,4.02 %,3.05 %,0.97 %,surprise,neutral,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/da5c5b9be001525b1fc720544e8817b4.mp3,0.26 Minutes,0.22 Minutes,81.79%,0.0 Minutes,0.22 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/65eff9b61feaa14f7afba77e04d617b8.mp3,0.82 Minutes,0.69 Minutes,84.00%,0.12 Minutes,0.6 Minutes,16.65 %,83.35 %,2 Times,1 Times,1 Times,0.03 Minutes,0.01 Minutes,0.02 Minutes,4.82 %,2.09 %,2.74 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/396b119ad287b7196265cf29534117b7.mp3,0.61 Minutes,0.47 Minutes,78.07%,0.19 Minutes,0.28 Minutes,39.94 %,60.06 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/5223b55b1f036494fe53f0f1516117b4.mp3,0.37 Minutes,0.27 Minutes,73.18%,0.02 Minutes,0.25 Minutes,6.65 %,93.35 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/6740a34c525f6ce3657c42c38d6d17b6.mp3,0.87 Minutes,0.67 Minutes,76.43%,0.07 Minutes,0.6 Minutes,9.8 %,90.2 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/01a7bd00d63d40c7fce4770d4abf17bd.mp3,0.02 Minutes,0.0 Minutes,0.00%,0.0 Minutes,0.0 Minutes,nan %,nan %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,nan %,nan %,nan %,surprise,sad,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b524c8542baf494cadfb8517403d17bk.mp3,1.31 Minutes,1.13 Minutes,86.53%,0.47 Minutes,0.8 Minutes,37.12 %,62.88 %,5 Times,3 Times,2 Times,0.14 Minutes,0.1 Minutes,0.04 Minutes,12.47 %,8.53 %,3.94 %,angry,surprise,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9648bdb9262de3e688867e1bc25b17b3.mp3,0.03 Minutes,0.0 Minutes,0.00%,0.0 Minutes,0.0 Minutes,nan %,nan %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,nan %,nan %,nan %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/d2d7813a66717068b7a018f9f7e417ba.mp3,0.25 Minutes,0.0 Minutes,0.00%,0.0 Minutes,0.0 Minutes,nan %,nan %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,nan %,nan %,nan %,neutral,surprise,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/68404d0d2e9205792b5c1b532ef817b2.mp3,1.29 Minutes,1.24 Minutes,95.83%,0.54 Minutes,0.83 Minutes,39.4 %,60.6 %,8 Times,5 Times,3 Times,0.13 Minutes,0.06 Minutes,0.06 Minutes,10.13 %,5.01 %,5.12 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/4fd98e60a8044fa4a7ed0a4cab9317b7.mp3,0.12 Minutes,0.1 Minutes,90.80%,0.1 Minutes,0.04 Minutes,73.65 %,26.35 %,1 Times,0 Times,1 Times,0.04 Minutes,0.0 Minutes,0.04 Minutes,35.77 %,0.00 %,35.77 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/705c0ea4531e4d0a52b3930d3fa817bb.mp3,0.39 Minutes,0.3 Minutes,75.00%,0.0 Minutes,0.3 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/abcddc420b393e880f80aba2e55317b1.mp3,2.02 Minutes,1.76 Minutes,86.75%,0.34 Minutes,1.61 Minutes,17.53 %,82.47 %,5 Times,4 Times,1 Times,0.2 Minutes,0.15 Minutes,0.05 Minutes,11.31 %,8.68 %,2.63 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/bae49191ed4f8a58b723136572d617b6.mp3,0.6 Minutes,0.54 Minutes,90.57%,0.22 Minutes,0.43 Minutes,33.98 %,66.02 %,4 Times,3 Times,1 Times,0.12 Minutes,0.1 Minutes,0.02 Minutes,21.60 %,18.51 %,3.09 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f824e07e30368a30047911407c7017b7.mp3,0.2 Minutes,0.15 Minutes,76.56%,0.02 Minutes,0.13 Minutes,14.29 %,85.71 %,1 Times,0 Times,1 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,2.03 %,0.00 %,2.03 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/20f91310f9af74841adbc6c6aa2717b8.mp3,0.64 Minutes,0.62 Minutes,97.42%,0.34 Minutes,0.49 Minutes,41.14 %,58.86 %,4 Times,3 Times,1 Times,0.21 Minutes,0.18 Minutes,0.04 Minutes,34.17 %,28.42 %,5.75 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/05a860e6f1cec72691f793fbad5617b4.mp3,0.9 Minutes,0.76 Minutes,84.45%,0.09 Minutes,0.67 Minutes,12.35 %,87.65 %,1 Times,1 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.19 %,0.19 %,0.00 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/16e45de290d58a62f8e7595b8e4617b1.mp3,0.39 Minutes,0.33 Minutes,84.53%,0.2 Minutes,0.26 Minutes,43.57 %,56.43 %,3 Times,2 Times,1 Times,0.12 Minutes,0.1 Minutes,0.03 Minutes,37.40 %,29.38 %,8.03 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/7e004676dc7ac77a6aef5aab2f2717bk.mp3,1.3 Minutes,1.12 Minutes,86.55%,0.39 Minutes,0.87 Minutes,30.83 %,69.17 %,7 Times,3 Times,4 Times,0.14 Minutes,0.07 Minutes,0.07 Minutes,12.75 %,6.06 %,6.69 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/1cc6d12779a0f7a624ccbb5d8bca17b7.mp3,0.25 Minutes,0.16 Minutes,64.98%,0.0 Minutes,0.16 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/54c93afb5ec7d4ab8cc2178cbb0917b9.mp3,0.76 Minutes,0.55 Minutes,72.89%,0.18 Minutes,0.43 Minutes,28.86 %,71.14 %,2 Times,1 Times,1 Times,0.05 Minutes,0.04 Minutes,0.02 Minutes,9.89 %,6.73 %,3.16 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9b176e3bfa35a353b7064b122f3c17b6.mp3,0.74 Minutes,0.71 Minutes,95.37%,0.2 Minutes,0.62 Minutes,24.12 %,75.88 %,4 Times,3 Times,1 Times,0.11 Minutes,0.09 Minutes,0.02 Minutes,15.35 %,12.99 %,2.36 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/d4234ef0430e893875131f28939417bh.mp3,6.5 Minutes,4.9 Minutes,75.38%,1.24 Minutes,4.14 Minutes,22.99 %,77.01 %,19 Times,13 Times,6 Times,0.48 Minutes,0.32 Minutes,0.16 Minutes,9.73 %,6.45 %,3.28 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/056d11efd83a81492d47c80b7f3517bl.mp3,3.36 Minutes,3.04 Minutes,90.48%,1.66 Minutes,2.52 Minutes,39.78 %,60.22 %,26 Times,18 Times,8 Times,1.14 Minutes,0.86 Minutes,0.28 Minutes,37.47 %,28.32 %,9.15 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/1c1a7b6792e2a4dbdab7f2f6e5ab17bl.mp3,1.85 Minutes,1.68 Minutes,90.87%,0.75 Minutes,1.15 Minutes,39.33 %,60.67 %,8 Times,5 Times,3 Times,0.22 Minutes,0.15 Minutes,0.07 Minutes,13.13 %,8.94 %,4.18 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/18672db4b6df7c1550ba12d62ff417bk.mp3,0.02 Minutes,0.0 Minutes,0.00%,0.0 Minutes,0.0 Minutes,nan %,nan %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,nan %,nan %,nan %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/3096c6c41af95a14505590426a8a17b3.mp3,1.0 Minutes,0.81 Minutes,80.85%,0.31 Minutes,0.55 Minutes,36.05 %,63.95 %,3 Times,2 Times,1 Times,0.05 Minutes,0.02 Minutes,0.03 Minutes,5.63 %,2.52 %,3.11 %,angry,angry,neutral
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/bdba206e5e02752a8b79bc9b443017b4.mp3,0.99 Minutes,0.85 Minutes,86.30%,0.34 Minutes,0.56 Minutes,37.7 %,62.3 %,4 Times,2 Times,2 Times,0.06 Minutes,0.03 Minutes,0.03 Minutes,6.62 %,3.00 %,3.63 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b06c441d6e0cbe31bf0350ad105217b6.mp3,0.12 Minutes,0.05 Minutes,45.13%,0.0 Minutes,0.05 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/6cfd475468954e3537e3f1b5786217b9.mp3,1.57 Minutes,1.5 Minutes,94.97%,0.54 Minutes,1.35 Minutes,28.77 %,71.23 %,8 Times,5 Times,3 Times,0.4 Minutes,0.33 Minutes,0.07 Minutes,26.44 %,21.86 %,4.58 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a777229f8b40a0714f578914c45917bl.mp3,2.93 Minutes,2.67 Minutes,91.01%,0.93 Minutes,1.98 Minutes,31.96 %,68.04 %,11 Times,9 Times,2 Times,0.24 Minutes,0.21 Minutes,0.03 Minutes,9.01 %,7.98 %,1.03 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/35405d2cdf59c2f9d9981d9f5aeb17b1.mp3,0.41 Minutes,0.3 Minutes,74.19%,0.11 Minutes,0.28 Minutes,28.73 %,71.27 %,2 Times,2 Times,0 Times,0.09 Minutes,0.09 Minutes,0.0 Minutes,28.56 %,28.56 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/1c84926c58b7fbe8b49a4fb66c8d17b6.mp3,0.79 Minutes,0.71 Minutes,90.72%,0.31 Minutes,0.58 Minutes,34.58 %,65.42 %,8 Times,5 Times,3 Times,0.18 Minutes,0.16 Minutes,0.02 Minutes,25.25 %,22.43 %,2.82 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/915e79fc1419654306696651bc8017b4.mp3,0.09 Minutes,0.07 Minutes,72.59%,0.02 Minutes,0.04 Minutes,34.71 %,65.29 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/be6b4f84d0ecfbc214f286713f8617b9.mp3,0.42 Minutes,0.29 Minutes,67.45%,0.0 Minutes,0.29 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9d69657dbf0f149b747377a2103717b6.mp3,1.6 Minutes,1.54 Minutes,96.34%,0.6 Minutes,1.39 Minutes,30.04 %,69.96 %,14 Times,12 Times,2 Times,0.44 Minutes,0.36 Minutes,0.08 Minutes,28.70 %,23.23 %,5.47 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/d936830b35b67b1bc299696b6f0517b9.mp3,0.6 Minutes,0.49 Minutes,81.66%,0.07 Minutes,0.44 Minutes,13.72 %,86.28 %,3 Times,3 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,4.65 %,4.65 %,0.00 %,surprise,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/4c27154f8c018da3f80712e873f517b2.mp3,0.96 Minutes,0.76 Minutes,79.74%,0.23 Minutes,0.6 Minutes,27.27 %,72.73 %,1 Times,0 Times,1 Times,0.07 Minutes,0.0 Minutes,0.07 Minutes,8.58 %,0.00 %,8.58 %,angry,angry,neutral
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b6a06300da6c713b6d7e0c5d920517b9.mp3,0.67 Minutes,0.6 Minutes,89.30%,0.16 Minutes,0.5 Minutes,24.4 %,75.6 %,1 Times,1 Times,0 Times,0.06 Minutes,0.06 Minutes,0.0 Minutes,10.21 %,10.21 %,0.00 %,happy,angry,sad
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/089cb16d545fd9b0d08a9d7aa59f17b4.mp3,0.45 Minutes,0.3 Minutes,66.72%,0.08 Minutes,0.24 Minutes,25.8 %,74.2 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,5.54 %,5.54 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/be023029f9eaaf0cb2c4dd48587017bk.mp3,0.28 Minutes,0.23 Minutes,81.03%,0.04 Minutes,0.2 Minutes,15.53 %,84.47 %,1 Times,0 Times,1 Times,0.01 Minutes,0.0 Minutes,0.01 Minutes,6.65 %,0.00 %,6.65 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a6bf66d3b8bcb06c309ddee6552c17b9.mp3,0.5 Minutes,0.4 Minutes,79.34%,0.12 Minutes,0.3 Minutes,27.96 %,72.04 %,1 Times,1 Times,0 Times,0.01 Minutes,0.01 Minutes,0.0 Minutes,3.47 %,3.47 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/776d22b99425b996b37e8664134b17b7.mp3,1.04 Minutes,0.88 Minutes,84.75%,0.51 Minutes,0.56 Minutes,47.71 %,52.29 %,10 Times,5 Times,5 Times,0.19 Minutes,0.1 Minutes,0.09 Minutes,21.72 %,11.66 %,10.06 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f33cf6a060a099464d472683553d17bd.mp3,0.54 Minutes,0.4 Minutes,74.11%,0.05 Minutes,0.35 Minutes,11.77 %,88.23 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/2a1faeff894f8b05bc33694936d917b4.mp3,1.2 Minutes,1.08 Minutes,89.97%,0.33 Minutes,0.8 Minutes,29.2 %,70.8 %,4 Times,1 Times,3 Times,0.05 Minutes,0.01 Minutes,0.04 Minutes,4.52 %,1.16 %,3.36 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/acb142a1876b039458b1c1fef5fd17b8.mp3,0.94 Minutes,0.91 Minutes,97.30%,0.45 Minutes,0.7 Minutes,39.18 %,60.82 %,7 Times,4 Times,3 Times,0.25 Minutes,0.14 Minutes,0.1 Minutes,26.91 %,15.74 %,11.17 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/5c55d320430e86bcf46d3c724a4717b1.mp3,0.2 Minutes,0.03 Minutes,17.64%,0.03 Minutes,0.03 Minutes,50.45 %,49.55 %,1 Times,1 Times,0 Times,0.03 Minutes,0.03 Minutes,0.0 Minutes,80.33 %,80.33 %,0.00 %,surprise,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/02f88d9977790f07441ed306a67517b1.mp3,1.54 Minutes,1.44 Minutes,93.04%,0.06 Minutes,1.42 Minutes,4.15 %,95.85 %,2 Times,2 Times,0 Times,0.04 Minutes,0.04 Minutes,0.0 Minutes,3.09 %,3.09 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/61637829e74d7d3354e305a16e7017b6.mp3,0.89 Minutes,0.8 Minutes,89.68%,0.38 Minutes,0.54 Minutes,41.69 %,58.31 %,5 Times,2 Times,3 Times,0.12 Minutes,0.05 Minutes,0.07 Minutes,15.40 %,6.05 %,9.35 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/526928020ea298d11acf1481f74917b3.mp3,3.41 Minutes,2.87 Minutes,84.23%,1.16 Minutes,1.88 Minutes,38.2 %,61.8 %,10 Times,8 Times,2 Times,0.18 Minutes,0.16 Minutes,0.01 Minutes,6.12 %,5.65 %,0.46 %,angry,angry,neutral
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9385bcff098050b34acba1c3540f17b9.mp3,0.11 Minutes,0.05 Minutes,43.89%,0.02 Minutes,0.04 Minutes,31.28 %,68.72 %,1 Times,0 Times,1 Times,0.01 Minutes,0.0 Minutes,0.01 Minutes,26.35 %,0.00 %,26.35 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e7b4dfac0a32725c26180162deff17b6.mp3,0.28 Minutes,0.21 Minutes,75.84%,0.0 Minutes,0.21 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/3a0e1c637545e52b53411fc3cb5c17b7.mp3,0.78 Minutes,0.67 Minutes,85.32%,0.14 Minutes,0.53 Minutes,21.28 %,78.72 %,1 Times,0 Times,1 Times,0.01 Minutes,0.0 Minutes,0.01 Minutes,1.14 %,0.00 %,1.14 %,angry,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f1ccc2058a447b01c2c97544301117bd.mp3,0.36 Minutes,0.26 Minutes,72.50%,0.04 Minutes,0.25 Minutes,13.93 %,86.07 %,1 Times,1 Times,0 Times,0.03 Minutes,0.03 Minutes,0.0 Minutes,10.84 %,10.84 %,0.00 %,angry,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8669235a3eb3632564a203f299e917b9.mp3,0.68 Minutes,0.46 Minutes,68.14%,0.05 Minutes,0.41 Minutes,11.84 %,88.16 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/df9614525f94dbedf3305b6ad59817b8.mp3,1.11 Minutes,1.05 Minutes,94.48%,0.31 Minutes,0.93 Minutes,25.38 %,74.62 %,6 Times,6 Times,0 Times,0.19 Minutes,0.19 Minutes,0.0 Minutes,18.21 %,18.21 %,0.00 %,angry,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/ea826ce45746d19ee8eb66f86e9917b2.mp3,0.93 Minutes,0.79 Minutes,84.65%,0.51 Minutes,0.6 Minutes,45.86 %,54.14 %,3 Times,1 Times,2 Times,0.33 Minutes,0.05 Minutes,0.28 Minutes,41.83 %,5.93 %,35.90 %,surprise,surprise,sad
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/af98cfaffdb79599e6f1b70c610a17b8.mp3,0.85 Minutes,0.75 Minutes,88.03%,0.37 Minutes,0.57 Minutes,39.77 %,60.23 %,7 Times,4 Times,3 Times,0.19 Minutes,0.1 Minutes,0.1 Minutes,26.07 %,13.11 %,12.96 %,angry,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/2879452a73de9b486dd30b422f9917b2.mp3,0.2 Minutes,0.11 Minutes,53.78%,0.0 Minutes,0.11 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/6edd86a6558ee175e940bce8391017b4.mp3,1.22 Minutes,0.77 Minutes,62.60%,0.2 Minutes,0.6 Minutes,24.78 %,75.22 %,2 Times,0 Times,2 Times,0.03 Minutes,0.0 Minutes,0.03 Minutes,4.47 %,0.00 %,4.47 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/355fb35949382b0c48a259b74eb117b1.mp3,2.19 Minutes,1.73 Minutes,79.09%,0.68 Minutes,1.36 Minutes,33.22 %,66.78 %,13 Times,8 Times,5 Times,0.3 Minutes,0.17 Minutes,0.13 Minutes,17.46 %,10.00 %,7.46 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/311a0312c6a9ecc7ecbb172a8d5617b9.mp3,1.12 Minutes,0.83 Minutes,74.64%,0.19 Minutes,0.66 Minutes,22.39 %,77.61 %,3 Times,0 Times,3 Times,0.02 Minutes,0.0 Minutes,0.02 Minutes,2.75 %,0.00 %,2.75 %,surprise,fear,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c5f5496a37b3b7f8c643d5d1853217b1.mp3,2.29 Minutes,2.11 Minutes,92.22%,1.11 Minutes,1.19 Minutes,48.41 %,51.59 %,8 Times,6 Times,2 Times,0.18 Minutes,0.13 Minutes,0.06 Minutes,8.71 %,5.98 %,2.73 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/cd5be38309206228b377d640f6b417b4.mp3,0.09 Minutes,0.07 Minutes,87.21%,0.0 Minutes,0.07 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,angry
